athlete_id,age,gender,height_cm,weight_kg,monthly_income_usd,previously_joined_gym,exercise_plan,balanced_diet,athletics_food_supplements,medical_limitations,smoker,sleeping_habits,workout_prefer_time,frequency_of_play_sports,regular_exercise,preferred_sports,level_of_fittness,motivation_for_workingout
125172,48,M,194,102,95243,yes,yes,yes,sometimes,yes,FALSE,less than 8 hrs,AM,Every other day,In a pair,Running,Good,3.5
511,26,F,170,65,77779,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Good,4.5
124258,31,F,152,60,51949,yes,yes,yes,yes,no,TRUE,night regularly,PM,Every other day,In a pair,Roller scating,Good,3.5
125198,46,M,193,105,83950,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Average,3
123588,23,M,166,71,4146,yes,no,no,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Good,3.5
125733,23,F,150,69,24935,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,2
125056,39,F,182,86,101969,yes,yes,yes,sometimes,yes,FALSE,night regularly,AM,Every other day,In a pair,Martial arts,Good,4
525,25,M,176,68,77359,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Perfect,3.5
125028,35,F,184,92,119920,no,no,yes,yes,yes,FALSE,night regularly,PM,Every other day,In a pair,Riding a bike,Average,3
123701,23,M,167,66,14228,yes,yes,yes,yes,no,TRUE,night regularly,AM,Once per week,In a pair,Roller scating,Good,3
124969,38,F,171,69,86713,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every other day,In a pair,Roller scating,Good,3
124986,39,F,173,63,93801,yes,yes,no,sometimes,no,TRUE,night regularly,AM,Every day,In a pair,Martial arts,Average,3.5
122294,26,F,163,54,70449,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,4.5
123341,21,M,150,59,13548,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Roller scating,Good,4
126368,36,M,192,107,77416,no,no,yes,sometimes,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
125097,39,F,190,89,114724,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Swimming,Average,4
124147,20,M,187,90,32748,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Martial arts,Average,3
126089,18,F,177,86,3490,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,1
518,27,F,170,68,73145,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
124800,29,F,175,80,54519,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Average,4
122742,25,M,183,79,98712,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Martial arts,Perfect,4.5
122430,31,F,161,57,54718,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Roller scating,Perfect,4.5
123950,19,F,172,81,16621,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Martial arts,Average,3.5
125565,21,M,158,66,22993,yes,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,1
124200,19,F,192,106,3237,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,As a group,Martial arts,Good,3
123717,19,F,168,73,48042,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Good,4
126244,33,F,197,103,36603,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Roller scating,Poor,2
491,31,F,169,68,80587,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Good,3.5
122633,29,F,184,81,63207,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Perfect,4
124178,19,M,188,89,4045,yes,yes,no,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Good,3.5
124665,30,M,173,78,68472,yes,yes,no,sometimes,yes,FALSE,night regularly,AM,Every day,Alone,Extreme sports,Average,3.5
277,26,F,170,67,88973,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Riding a bike,Good,4.5
124141,20,M,180,93,40763,yes,yes,yes,yes,no,TRUE,night regularly,PM,Every day,Alone,Swimming,Average,4
421,33,F,168,68,87214,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Martial arts,Perfect,4.5
125847,23,F,166,77,2654,no,yes,yes,no,yes,FALSE,night regularly,PM,Less often,Alone,Riding a bike,Poor,1.5
322,27,F,168,67,86588,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Riding a bike,Good,4.5
125693,18,F,158,68,14661,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1.5
457,33,M,176,68,81684,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Running,Good,4.5
125888,23,M,167,79,6762,no,yes,no,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
126161,22,M,192,113,9393,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,2
126157,20,M,193,114,15092,no,yes,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Poor,1
125307,21,M,150,67,23657,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Unfit,1
125212,49,F,186,80,102535,yes,no,yes,sometimes,yes,TRUE,night regularly,AM,Every other day,Alone,Martial arts,Good,4
520,33,F,168,69,79357,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Running,Perfect,4.5
308,27,F,170,65,87054,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Running,Good,4
124950,41,M,174,68,80759,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Good,3
124971,42,F,169,68,92746,no,no,yes,sometimes,no,TRUE,night regularly,PM,Every other day,In a pair,Martial arts,Average,4
125508,18,F,158,68,16830,no,yes,yes,no,no,TRUE,night regularly,PM,Less often,As a group,Swimming,Unfit,1
122100,23,F,169,66,874,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,4.5
125432,22,M,151,68,8355,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
124933,34,M,195,103,69144,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Riding a bike,Good,4
123750,24,F,164,67,21759,yes,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Every day,In a pair,Roller scating,Average,3
125843,24,F,162,76,2837,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
125061,40,F,192,85,104025,no,no,no,yes,no,TRUE,less than 8 hrs,PM,Once per week,As a group,Riding a bike,Average,3
122295,25,F,157,57,58709,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,4
122179,19,F,175,67,2452,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Good,3.5
125798,24,M,163,73,13290,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
123146,23,F,154,57,5365,no,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Good,3
122565,26,F,188,77,86655,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4.5
126255,27,M,197,94,36658,no,no,yes,no,yes,TRUE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
123024,39,F,153,53,88965,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Extreme sports,Good,4.5
126182,31,F,157,66,41374,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Martial arts,Unfit,1
124837,28,F,178,80,68043,yes,no,no,yes,yes,TRUE,night regularly,AM,Every day,As a group,Riding a bike,Good,3.5
124915,27,F,197,98,62265,yes,yes,yes,yes,yes,TRUE,less than 8 hrs,AM,Once per week,In a pair,Running,Good,3.5
125158,46,M,178,80,108085,yes,yes,no,yes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Martial arts,Good,4
124702,28,F,172,79,75397,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Running,Average,3
280,26,M,173,67,86198,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Good,3.5
370,25,M,171,69,85719,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,3.5
122634,30,F,187,81,88844,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4.5
375,32,M,168,66,80703,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Extreme sports,Perfect,3.5
123752,23,F,166,70,2722,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,3.5
125772,22,F,173,75,12710,no,no,yes,sometimes,no,TRUE,less than 8 hrs,PM,Several times per month,As a group,Running,Unfit,1.5
214,27,F,176,65,77255,yes,no,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,As a group,Martial arts,Good,3.5
124912,31,M,198,108,68824,yes,yes,no,yes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Roller scating,Good,3
125450,20,M,153,69,8240,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Running,Poor,1
126419,50,F,191,100,124826,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,As a group,Riding a bike,Unfit,1.5
123159,18,F,150,58,565,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Average,4
126443,46,M,194,100,124957,no,no,no,sometimes,no,FALSE,night regularly,PM,Less often,In a pair,Running,Poor,1.5
123736,23,M,160,69,38058,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Martial arts,Average,4
122880,34,F,195,99,68772,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Swimming,Perfect,4.5
125267,46,F,184,79,121564,no,yes,no,yes,no,TRUE,night regularly,AM,Every day,In a pair,Swimming,Average,3
110032,20,F,151,51,119,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Perfect,4
122185,23,M,170,69,22886,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,Alone,Running,Perfect,3.5
124373,29,M,158,63,98284,yes,yes,no,sometimes,yes,TRUE,less than 8 hrs,PM,Once per week,Alone,Running,Good,3
123495,20,F,163,71,33684,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Average,3.5
124040,23,M,178,85,37839,yes,yes,no,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Average,3
123989,24,F,177,77,14823,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Good,4
124252,25,M,153,59,72957,no,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Martial arts,Average,3
123498,22,F,162,68,9647,no,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Martial arts,Good,3.5
295,31,M,168,68,76020,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Good,4.5
124650,28,F,177,78,72146,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Good,3
124276,33,M,158,64,64844,yes,yes,yes,yes,no,TRUE,night regularly,AM,Once per week,As a group,Running,Average,3
125250,48,F,173,78,103020,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,3
123900,20,M,177,82,35857,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Extreme sports,Good,4
126250,28,M,190,107,40255,yes,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1.5
124624,34,F,171,78,55518,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Extreme sports,Good,3
125959,24,F,168,78,14801,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Average,1.5
124949,43,F,174,66,95878,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Average,3
124966,41,F,172,63,90031,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Swimming,Average,3.5
482,33,F,171,69,79787,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4
122287,27,M,151,59,70714,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,4.5
124904,31,F,198,104,60096,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,4
302,27,M,171,69,77382,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Good,4.5
125205,52,M,179,78,106392,yes,yes,no,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,4
124341,29,M,152,59,55548,yes,no,yes,sometimes,yes,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Average,4
124622,34,F,175,80,67464,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Average,3
249,27,M,167,66,78782,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Good,3.5
125245,49,F,170,78,111644,yes,no,yes,yes,yes,TRUE,night regularly,AM,Once per week,As a group,Roller scating,Good,3.5
123321,24,F,150,62,14632,no,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Every day,Alone,Swimming,Average,3.5
123976,24,F,171,78,24243,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Running,Good,3.5
123057,44,F,173,67,99083,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Swimming,Perfect,3.5
125629,23,F,152,68,4729,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Unfit,1
126193,25,F,157,69,36612,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Martial arts,Unfit,1.5
124419,25,F,155,61,82125,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Every day,As a group,Running,Good,3
122285,33,M,155,53,65394,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Martial arts,Good,4.5
122964,26,M,195,96,50826,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Good,4
123672,20,F,165,69,34332,no,yes,yes,sometimes,no,TRUE,night regularly,PM,Every other day,In a pair,Roller scating,Average,4
110086,21,F,155,54,1308,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Swimming,Perfect,3.5
122615,34,F,180,78,70046,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Good,3.5
124820,32,M,177,79,61306,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,3
124596,27,F,177,80,75671,yes,no,yes,sometimes,no,TRUE,night regularly,PM,Every day,As a group,Swimming,Good,3.5
125488,22,M,158,67,9756,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
122275,28,M,157,58,51681,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Running,Good,4.5
124733,33,M,173,79,61428,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every other day,As a group,Riding a bike,Average,4
122182,21,F,169,66,16388,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Martial arts,Perfect,4.5
125412,21,M,156,68,17841,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
126037,20,M,183,94,17925,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Unfit,1.5
125894,22,F,165,78,1370,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,As a group,Running,Unfit,1.5
123201,18,F,155,63,24486,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Good,3
501,27,F,169,66,83037,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Martial arts,Perfect,4.5
124895,30,F,186,92,72078,no,no,no,yes,no,FALSE,less than 8 hrs,PM,Every other day,Alone,Martial arts,Average,3.5
124734,32,M,173,79,53069,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Roller scating,Good,3.5
124667,33,F,176,80,71489,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Martial arts,Good,3.5
122106,24,M,168,66,20763,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,Alone,Extreme sports,Good,4
124948,40,M,166,63,82189,yes,no,yes,sometimes,yes,TRUE,night regularly,AM,Every day,As a group,Swimming,Average,3.5
126070,24,M,179,91,22428,no,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Poor,1
123733,21,F,163,70,22204,yes,yes,no,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Good,3.5
126394,53,M,180,84,107580,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
124851,29,F,178,78,57499,no,no,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Running,Average,3.5
125981,22,M,169,82,23475,no,no,no,no,no,TRUE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Poor,1
122759,33,F,179,82,73309,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Martial arts,Perfect,3.5
123621,23,M,165,68,38354,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,As a group,Running,Average,3.5
123121,18,M,156,59,24365,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Good,3
123782,19,F,165,70,750,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Riding a bike,Good,3.5
122790,34,M,179,75,85216,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Extreme sports,Perfect,3.5
123248,21,F,151,60,18501,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every other day,Alone,Martial arts,Average,3.5
309,25,M,173,65,80168,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Swimming,Good,3.5
125165,49,M,195,107,77108,yes,no,yes,yes,no,TRUE,night regularly,PM,Once per week,In a pair,Roller scating,Good,3.5
124046,18,F,175,82,20148,no,yes,no,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Good,3
123802,20,M,164,73,11143,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Good,4
126409,49,F,195,106,124857,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,2.5
122974,30,M,194,96,70845,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Good,4.5
125998,19,F,162,78,10502,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1
124632,29,M,170,79,52827,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Average,3
124957,40,F,174,64,91883,no,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,Alone,Martial arts,Good,3
122321,28,M,154,49,50072,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Swimming,Perfect,4.5
124848,25,F,177,80,66805,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Martial arts,Good,3.5
356,31,M,174,66,84107,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Perfect,4
123438,18,M,158,59,13391,yes,no,no,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Roller scating,Good,3.5
122892,33,F,196,98,69611,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Running,Perfect,3.5
125459,23,F,159,69,7094,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1
124242,26,M,153,64,74482,yes,yes,yes,yes,yes,TRUE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Good,3
124273,34,M,156,63,59762,no,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Good,3.5
126420,52,M,193,99,124870,no,yes,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,As a group,Running,Poor,2
198,31,F,173,67,82858,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Swimming,Perfect,4.5
123906,23,F,175,80,17500,no,yes,no,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Running,Average,3
125696,22,M,152,68,6120,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1
331,25,F,173,69,76090,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,4.5
110082,22,F,163,51,12814,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Good,3.5
392,28,M,172,68,81359,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Good,3.5
124973,38,F,161,66,95426,yes,yes,no,yes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Good,3
125834,24,F,174,80,22904,no,no,no,no,no,FALSE,night regularly,PM,Less often,Alone,Running,Unfit,1.5
123567,23,M,165,66,32468,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Extreme sports,Average,3.5
126014,23,M,187,94,1422,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
122538,25,M,180,77,96767,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Perfect,4
263,27,M,167,67,83749,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Roller scating,Perfect,4
124424,30,F,152,58,60999,yes,no,no,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Good,3
122705,26,M,185,82,72487,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,3.5
363,33,F,169,69,72333,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Good,4.5
125728,19,F,154,68,22999,no,yes,no,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1
125572,24,M,153,68,14030,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Unfit,1
